NUTS;City;Average Concentration;Pollutant;Number of Records;Number of Cities;UnitOfMeasurement
DE71;Offenbach am Main;15.164729367238095;NO;104931;105408;µg/m3
DE94;Oldenburg (Oldenburg);18.460325714128846;NO;25204;26352;µg/m3
DE94;Osnabruck;18.460325714128846;NO;25204;26352;µg/m3
DE22;Passau;14.028548450416645;NO;17516;17568;µg/m3
DE12;Pforzheim;14.929095170192666;NO;43069;43920;µg/m3
DED4;Plauen;12.116325966326881;NO;34853;35136;µg/m3
DE40;Potsdam;9.536949491450587;NO;87533;87840;µg/m3
DE23;Regensburg;23.723437592205308;NO;8693;8784;µg/m3
DE14;Reutlingen;18.34204666201834;NO;51645;52704;µg/m3
DE80;Rostock;12.428552060818477;NO;50976;52704;µg/m3
DEC0;Saarbrucken;10.802630392069831;NO;35124;35136;µg/m3
DE26;Schweinfurt;9.569260758480553;NO;26281;26352;µg/m3
DE80;Schwerin;12.428552060818477;NO;50976;52704;µg/m3
DEA1;Solingen;12.83250759134503;NO;135108;149328;µg/m3
DEB3;Speyer;13.15429768282316;NO;78392;79056;µg/m3
DE80;Stralsund;12.428552060818477;NO;50976;52704;µg/m3
DE11;Stuttgart;25.90686850284371;NO;60246;61488;µg/m3
DEB2;Trier;12.113203481522572;NO;8751;8784;µg/m3
DE14;Tubingen;18.34204666201834;NO;51645;52704;µg/m3
DE14;Ulm;18.34204666201834;NO;51645;52704;µg/m3
DEG0;Weimar;10.20282954927245;NO;61284;61488;µg/m3
DE72;Wetzlar;17.132456465612332;NO;35035;35136;µg/m3
DE71;Wiesbaden;15.164729367238095;NO;104931;105408;µg/m3
DE91;Wolfsburg;9.643907539958693;NO;50557;52704;µg/m3
DEA1;Wuppertal;12.83250759134503;NO;135108;149328;µg/m3
DE26;Wurzburg;9.569260758480553;NO;26281;26352;µg/m3
DED4;Zwickau;12.116325966326881;NO;34853;35136;µg/m3
DK05;Aalborg;7.311857283431329;NO;17034;17568;µg/m3
DK01;Kobenhavn;9.351319059379028;NO;25879;26352;µg/m3
DK03;Odense;4.883068224394396;NO;8545;8784;µg/m3
DK04;Arhus;1.4947408738862897;NO;8548;8784;µg/m3
ES11;A Coruna;5.986976865790442;NO;60692;61488;µg/m3
ES42;Albacete;4.428395640454705;NO;34132;35136;µg/m3
ES30;Alcala de Henares;12.223129752800226;NO;276942;279527;µg/m3
ES30;Alcobendas;12.223129752800226;NO;276942;279527;µg/m3
ES30;Alcorcon;12.223129752800226;NO;276942;279527;µg/m3
ES61;Almeria;7.704646738089462;NO;156626;166894;µg/m3
ES70;Arrecife;3.895915046965297;NO;44566;52702;µg/m3
ES12;Aviles;11.91452602598586;NO;42861;43920;µg/m3
ES43;Badajoz;1.1431966065982735;NO;17212;17568;µg/m3
ES51;Barcelona;9.836788034382602;NO;237213;245952;µg/m3
ES52;Benidorm;6.505422169711802;NO;94796;96624;µg/m3
ES21;Bilbao;8.510310727843653;NO;42674;43871;µg/m3
ES41;Burgos;7.0023879602376855;NO;90035;96624;µg/m3
ES62;Cartagena;5.003977073341911;NO;8549;8784;µg/m3
ES42;Ciudad Real;4.428395640454705;NO;34132;35136;µg/m3
ES30;Coslada;12.223129752800226;NO;276942;279527;µg/m3
ES43;Caceres;1.1431966065982735;NO;17212;17568;µg/m3
ES61;Cadiz;7.704646738089462;NO;156626;166894;µg/m3
ES61;Dos Hermanas;7.704646738089462;NO;156626;166894;µg/m3
ES52;Elda;6.505422169711802;NO;94796;96624;µg/m3
ES11;Ferrol;5.986976865790442;NO;60692;61488;µg/m3
ES52;Gandia;6.505422169711802;NO;94796;96624;µg/m3
ES30;Getafe;12.223129752800226;NO;276942;279527;µg/m3
ES51;Girona;9.836788034382602;NO;237213;245952;µg/m3
ES61;Granada;7.704646738089462;NO;156626;166894;µg/m3
ES51;Granollers;9.836788034382602;NO;237213;245952;µg/m3
ES42;Guadalajara;4.428395640454705;NO;34132;35136;µg/m3
ES61;Jaen;7.704646738089462;NO;156626;166894;µg/m3
ES70;Las Palmas;3.895915046965297;NO;44566;52702;µg/m3
ES30;Leganes;12.223129752800226;NO;276942;279527;µg/m3
ES41;Leon;7.0023879602376855;NO;90035;96624;µg/m3
ES51;Lleida;9.836788034382602;NO;237213;245952;µg/m3
ES23;Logrono;6.445984421384467;NO;8218;8784;µg/m3
ES11;Lugo;5.986976865790442;NO;60692;61488;µg/m3
ES30;Madrid;12.223129752800226;NO;276942;279527;µg/m3
ES30;Majadahonda;12.223129752800226;NO;276942;279527;µg/m3
ES51;Manresa;9.836788034382602;NO;237213;245952;µg/m3
ES61;Marbella;7.704646738089462;NO;156626;166894;µg/m3
ES51;Mataro;9.836788034382602;NO;237213;245952;µg/m3
ES61;Malaga;7.704646738089462;NO;156626;166894;µg/m3
ES11;Ourense;5.986976865790442;NO;60692;61488;µg/m3
ES12;Oviedo;11.91452602598586;NO;42861;43920;µg/m3
ES41;Palencia;7.0023879602376855;NO;90035;96624;µg/m3
ES53;Palma de Mallorca;6.951991600822789;NO;17147;17568;µg/m3
ES11;Pontevedra;5.986976865790442;NO;60692;61488;µg/m3
ES41;Salamanca;7.0023879602376855;NO;90035;96624;µg/m3
ES70;Santa Cruz de Tenerife;3.895915046965297;NO;44566;52702;µg/m3
ES11;Santiago de Compostela;5.986976865790442;NO;60692;61488;µg/m3
ES61;Sevilla;7.704646738089462;NO;156626;166894;µg/m3
ES42;Talavera de la Reina;4.428395640454705;NO;34132;35136;µg/m3
ES51;Tarragona;9.836788034382602;NO;237213;245952;µg/m3
ES70;Telde;3.895915046965297;NO;44566;52702;µg/m3
ES51;Terrassa;9.836788034382602;NO;237213;245952;µg/m3
ES30;Torrejon de Ardoz;12.223129752800226;NO;276942;279527;µg/m3
ES52;Torrevieja;6.505422169711802;NO;94796;96624;µg/m3
ES52;Valencia;6.505422169711802;NO;94796;96624;µg/m3
ES41;Valladolid;7.0023879602376855;NO;90035;96624;µg/m3
ES51;Viladecans;9.836788034382602;NO;237213;245952;µg/m3
ES51;Vilanova i la Geltru;9.836788034382602;NO;237213;245952;µg/m3
ES41;Zamora;7.0023879602376855;NO;90035;96624;µg/m3
ES24;Zaragoza;9.288972660181845;NO;59299;61488;µg/m3
FRJ2;Albi;12.567865268136563;NO;59764;61320;µg/m3
FRE2;Amiens;6.767081781054421;NO;39507;43656;µg/m3
FRG0;Angers;4.062082150706307;NO;60668;61464;µg/m3
FRI3;Angouleme;10.29314444546255;NO;77966;79705;µg/m3
FRK2;Annecy;13.710076534981475;NO;213099;217346;µg/m3
FRK2;Annemasse;13.710076534981475;NO;213099;217346;µg/m3
FRE1;Arras;4.718674740810385;NO;96253;104808;µg/m3
FRL0;Aubagne;9.189057406827652;NO;104966;106657;µg/m3
FRL0;Avignon;9.189057406827652;NO;104966;106657;µg/m3
FRI1;Bayonne;8.998078377700052;NO;85813;87672;µg/m3
FRE2;Beauvais;6.767081781054421;NO;39507;43656;µg/m3
FRC2;Belfort;9.036951345530735;NO;25631;26256;µg/m3
FRC2;Besancon;9.036951345530735;NO;25631;26256;µg/m3
FRI1;Bordeaux;8.998078377700052;NO;85813;87672;µg/m3
FRB0;Bourges;4.815025512107207;NO;87012;87816;µg/m3
FRH0;Brest;5.485089502063802;NO;68824;70152;µg/m3
FRD1;Caen;2.61493660116273;NO;26184;26352;µg/m3
FRE1;Calais;4.718674740810385;NO;96253;104808;µg/m3
FRK2;Chambery;13.710076534981475;NO;213099;217346;µg/m3
FRB0;Chartres;4.815025512107207;NO;87012;87816;µg/m3
FRD1;Cherbourg;2.61493660116273;NO;26184;26352;µg/m3
FRB0;Chateauroux;4.815025512107207;NO;87012;87816;µg/m3
FRF1;Colmar;12.960634926930249;NO;73583;74954;µg/m3
FRE2;Creil;6.767081781054421;NO;39507;43656;µg/m3
FRE1;Douai;4.718674740810385;NO;96253;104808;µg/m3
FRE1;Dunkerque;4.718674740810385;NO;96253;104808;µg/m3
FRD2;Evreux;10.642265601147159;NO;78222;78961;µg/m3
FRL0;Frejus;9.189057406827652;NO;104966;106657;µg/m3
FRK2;Grenoble;13.710076534981475;NO;213099;217346;µg/m3
FRI3;La Rochelle;10.29314444546255;NO;77966;79705;µg/m3
FRD2;Le Havre;10.642265601147159;NO;78222;78961;µg/m3
FRG0;Le Mans;4.062082150706307;NO;60668;61464;µg/m3
FRE1;Lille;4.718674740810385;NO;96253;104808;µg/m3
FRI2;Limoges;8.911309350092258;NO;17375;17568;µg/m3
FRH0;Lorient;5.485089502063802;NO;68824;70152;µg/m3
FRK2;Lyon;13.710076534981475;NO;213099;217346;µg/m3
FRL0;Marseille;9.189057406827652;NO;104966;106657;µg/m3
FRL0;Martigues;9.189057406827652;NO;104966;106657;µg/m3
FR10;Melun;15.942337593070112;NO;263801;279410;µg/m3
FRF3;Metz;6.620279782825607;NO;75844;78984;µg/m3
FRJ1;Montpellier;5.708046561510399;NO;52917;54048;µg/m3
FRF1;Mulhouse;12.960634926930249;NO;73583;74954;µg/m3
FRF3;Nancy;6.620279782825607;NO;75844;78984;µg/m3
FRG0;Nantes;4.062082150706307;NO;60668;61464;µg/m3
FRJ1;Nimes;5.708046561510399;NO;52917;54048;µg/m3
FRI3;Niort;10.29314444546255;NO;77966;79705;µg/m3
FRB0;Orleans;4.815025512107207;NO;87012;87816;µg/m3
FR10;Paris;15.942337593070112;NO;263801;279410;µg/m3
FRJ1;Perpignan;5.708046561510399;NO;52917;54048;µg/m3
FRI3;Poitiers;10.29314444546255;NO;77966;79705;µg/m3
FRH0;Quimper;5.485089502063802;NO;68824;70152;µg/m3
FRF2;Reims;8.770419350932679;NO;42494;43800;µg/m3
FRH0;Rennes;5.485089502063802;NO;68824;70152;µg/m3
FRK2;Roanne;13.710076534981475;NO;213099;217346;µg/m3
FRD2;Rouen;10.642265601147159;NO;78222;78961;µg/m3
FR10;Saint Denis;15.942337593070112;NO;263801;279410;µg/m3
FRF1;Strasbourg;12.960634926930249;NO;73583;74954;µg/m3
FRJ2;Tarbes;12.567865268136563;NO;59764;61320;µg/m3
FRL0;Toulon;9.189057406827652;NO;104966;106657;µg/m3
FRJ2;Toulouse;12.567865268136563;NO;59764;61320;µg/m3
FRB0;Tours;4.815025512107207;NO;87012;87816;µg/m3
FRF2;Troyes;8.770419350932679;NO;42494;43800;µg/m3
FRK2;Valence;13.710076534981475;NO;213099;217346;µg/m3
FRE1;Valenciennes;4.718674740810385;NO;96253;104808;µg/m3
FR10;Versailles;15.942337593070112;NO;263801;279410;µg/m3
UKM5;Aberdeen;6.310630000000001;NO;3;3;µg/m3
UKE3;Barnsley;12.293573996000001;NO;5;5;µg/m3
UKN0;Belfast;34.53727;NO;2;2;µg/m3
UKD4;Blackpool;2.97899;NO;2;2;µg/m3
UKK2;Bournemouth;0.832;NO;1;1;µg/m3
UKK1;Bristol;6.308619996666668;NO;3;3;µg/m3
UKG2;Cannock Chase;2.682739995;NO;2;2;µg/m3
UKL2;Cardiff;12.028464995;NO;2;2;µg/m3
UKG3;Coventry;5.983524995;NO;2;2;µg/m3
UKF1;Derby;1.86254;NO;1;1;µg/m3
UKN0;Derry;34.53727;NO;2;2;µg/m3
UKE3;Doncaster;12.293573996000001;NO;5;5;µg/m3
UKG2;East Staffordshire;2.682739995;NO;2;2;µg/m3
UKJ2;Eastbourne;9.852069995;NO;2;2;µg/m3
UKM7;Edinburgh;19.133259995;NO;2;2;µg/m3
UKK4;Exeter;6.859736663333333;NO;3;3;µg/m3
UKM8;Glasgow;122.19926666333333;NO;3;3;µg/m3
UKJ1;Halton;6.057409995;NO;2;2;µg/m3
UKC1;Hartlepool;0.29269;NO;1;1;µg/m3
UKE4;Leeds;30.33845;NO;2;2;µg/m3
UKF2;Leicester;1.3929899966666666;NO;3;3;µg/m3
UKF3;Lincoln;21.45364;NO;1;1;µg/m3
UKD7;Liverpool;1.8610099966666667;NO;3;3;µg/m3
UKI3;London;23.33069999777778;NO;9;9;µg/m3
UKH2;Luton;8.35388999;NO;1;1;µg/m3
UKJ4;Medway;13.22364;NO;1;1;µg/m3
UKF2;Northampton;1.3929899966666666;NO;3;3;µg/m3
UKH1;Norwich;0.58925;NO;1;1;µg/m3
UKK4;Plymouth;6.859736663333333;NO;3;3;µg/m3
UKJ3;Portsmouth;3.0281174925;NO;4;4;µg/m3
UKD4;Preston;2.97899;NO;2;2;µg/m3
UKJ1;Reading;6.057409995;NO;2;2;µg/m3
UKE3;Sheffield;12.293573996000001;NO;5;5;µg/m3
UKJ3;Southampton;3.0281174925;NO;4;4;µg/m3
UKC2;Sunderland;1.90860999;NO;1;1;µg/m3
UKL1;Swansea;9.91168;NO;1;1;µg/m3
UKK1;Swindon;6.308619996666668;NO;3;3;µg/m3
UKH3;Thurrock;3.34924;NO;2;2;µg/m3
UKG1;Warwick;4.17954;NO;1;1;µg/m3
UKD7;Wirral;1.8610099966666667;NO;3;3;µg/m3
UKJ2;Worthing;9.852069995;NO;2;2;µg/m3
UKL2;Wrexham;12.028464995;NO;2;2;µg/m3
EL30;Athina;22.624319595645414;NO;72016;79055;µg/m3
EL63;Patra;15.688065016893434;NO;10951;17567;µg/m3
EL52;Thessaloniki;23.77610284521013;NO;15324;17559;µg/m3
IS00;Reykjavik;5.69238771992748;NO;25941;26352;µg/m3
ITH5;Bologna;12.443928467618033;NO;144494;149328;µg/m3
ITH1;Bolzano;20.701711125110943;NO;25790;26352;µg/m3
ITG2;Cagliari;5.718277968103172;NO;25026;26352;µg/m3
ITF2;Campobasso;7.245554513179396;NO;20652;26352;µg/m3
ITI1;Carrara;13.099840813248806;NO;107421;114192;µg/m3
ITH5;Ferrara;12.443928467618033;NO;144494;149328;µg/m3
ITI1;Firenze;13.099840813248806;NO;107421;114192;µg/m3
ITH5;Forli;12.443928467618033;NO;144494;149328;µg/m3
ITI4;Latina;18.03903663873145;NO;123858;131760;µg/m3
ITI1;Livorno;13.099840813248806;NO;107421;114192;µg/m3
ITI1;Massa;13.099840813248806;NO;107421;114192;µg/m3
ITH5;Modena;12.443928467618033;NO;144494;149328;µg/m3
ITH3;Padova;17.77768322518881;NO;84609;87840;µg/m3
ITH5;Parma;12.443928467618033;NO;144494;149328;µg/m3
ITI2;Perugia;12.337148088598903;NO;49125;52704;µg/m3
ITH5;Piacenza;12.443928467618033;NO;144494;149328;µg/m3
ITI1;Pisa;13.099840813248806;NO;107421;114192;µg/m3
ITH4;Pordenone;8.324585116341984;NO;40303;43920;µg/m3
ITI1;Prato;13.099840813248806;NO;107421;114192;µg/m3
ITH5;Ravenna;12.443928467618033;NO;144494;149328;µg/m3
ITH5;Rimini;12.443928467618033;NO;144494;149328;µg/m3
ITI4;Roma;18.03903663873145;NO;123858;131760;µg/m3
ITG2;Sassari;5.718277968103172;NO;25026;26352;µg/m3
ITI2;Terni;12.337148088598903;NO;49125;52704;µg/m3
ITH3;Treviso;17.77768322518881;NO;84609;87840;µg/m3
ITH4;Trieste;8.324585116341984;NO;40303;43920;µg/m3
ITH4;Udine;8.324585116341984;NO;40303;43920;µg/m3
ITH3;Venezia;17.77768322518881;NO;84609;87840;µg/m3
ITH3;Verona;17.77768322518881;NO;84609;87840;µg/m3
ITI1;Viareggio;13.099840813248806;NO;107421;114192;µg/m3
ITH3;Vicenza;17.77768322518881;NO;84609;87840;µg/m3
LU00;Luxembourg;9.7999462527907;NO;16746;17568;µg/m3
MT00;Valletta;15.4171661776734;NO;8575;8784;µg/m3
NL32;Amsterdam;8.596723647336015;NO;103423;105408;µg/m3
NL41;Breda;7.644136601075629;NO;34816;35136;µg/m3
NL33;Dordrecht;9.790299813619058;NO;69676;70272;µg/m3
NL41;Eindhoven;7.644136601075629;NO;34816;35136;µg/m3
NL11;Groningen;5.927934442996617;NO;17390;17568;µg/m3
NL32;Haarlem;8.596723647336015;NO;103423;105408;µg/m3
NL42;Heerlen;5.231943257041305;NO;17342;17568;µg/m3
NL22;Nijmegen;7.142108420740059;NO;17487;17568;µg/m3
NL33;Rotterdam;9.790299813619058;NO;69676;70272;µg/m3
NL31;Utrecht;6.064454633665913;NO;26056;26352;µg/m3
NO0A;Bergen;8.841298292419541;NO;60371;61488;µg/m3
NO08;Oslo;15.934271459577408;NO;80018;87840;µg/m3
NO0A;Stavanger;8.841298292419541;NO;60371;61488;µg/m3
NO07;Tromso;15.657156979350782;NO;8071;8784;µg/m3
NO06;Trondheim;11.307610402541782;NO;24349;26319;µg/m3
PL84;Bialystok;3.5297609084316552;NO;25137;25374;µg/m3
PL61;Bydgoszcz;10.775478197294948;NO;83691;84309;µg/m3
PL22;Czestochowa;12.160538246227647;NO;26191;26260;µg/m3
PL62;Elblag;2.473245597226271;NO;25965;26133;µg/m3
PL62;Elk;2.473245597226271;NO;25965;26133;µg/m3
PL63;Gdansk;3.8894242064152955;NO;41289;42282;µg/m3
PL63;Gdynia;3.8894242064152955;NO;41289;42282;µg/m3
PL43;Gorzow Wielkopolski;6.150013831113135;NO;16629;16833;µg/m3
PL61;Grudziadz;10.775478197294948;NO;83691;84309;µg/m3
PL61;Inowroclaw;10.775478197294948;NO;83691;84309;µg/m3
PL51;Jelenia Gora;9.966528874811612;NO;60484;61134;µg/m3
PL41;Kalisz;3.97419202304554;NO;51101;52534;µg/m3
PL72;Kielce;9.009062351885456;NO;8596;8743;µg/m3
PL41;Konin;3.97419202304554;NO;51101;52534;µg/m3
PL42;Koszalin;5.868801634424301;NO;34828;35073;µg/m3
PL21;Krakow;24.123215354258626;NO;51841;52329;µg/m3
PL51;Legnica;9.966528874811612;NO;60484;61134;µg/m3
PL84;Lomza;3.5297609084316552;NO;25137;25374;µg/m3
PL81;Lublin;3.9393531910198205;NO;17254;17544;µg/m3
PL71;Lodz;10.044739664422558;NO;52164;52318;µg/m3
PL21;Nowy Sacz;24.123215354258626;NO;51841;52329;µg/m3
PL62;Olsztyn;2.473245597226271;NO;25965;26133;µg/m3
PL52;Opole;2.8121608855255484;NO;8705;8763;µg/m3
PL41;Pila;3.97419202304554;NO;51101;52534;µg/m3
PL71;Piotrkow Trybunalski;10.044739664422558;NO;52164;52318;µg/m3
PL92;Plock;4.258522690881856;NO;25685;26133;µg/m3
PL41;Poznan;3.97419202304554;NO;51101;52534;µg/m3
PL82;Przemysl;9.587990778055062;NO;26268;26298;µg/m3
PL92;Radom;4.258522690881856;NO;25685;26133;µg/m3
PL22;Rybnik;12.160538246227647;NO;26191;26260;µg/m3
PL82;Rzeszow;9.587990778055062;NO;26268;26298;µg/m3
PL42;Szczecin;5.868801634424301;NO;34828;35073;µg/m3
PL21;Tarnow;24.123215354258626;NO;51841;52329;µg/m3
PL61;Torun;10.775478197294948;NO;83691;84309;µg/m3
PL51;Walbrzych;9.966528874811612;NO;60484;61134;µg/m3
PL91;Warszawa;12.794623240099803;NO;34359;34885;µg/m3
PL61;Wloclawek;10.775478197294948;NO;83691;84309;µg/m3
PL51;Wroclaw;9.966528874811612;NO;60484;61134;µg/m3
PL81;Zamosc;3.9393531910198205;NO;17254;17544;µg/m3
PL71;Zgierz;10.044739664422558;NO;52164;52318;µg/m3
PL43;Zielona Gora;6.150013831113135;NO;16629;16833;µg/m3
PT16;Aveiro;7.329221008107155;NO;25533;26351;µg/m3
PT16;Coimbra;7.329221008107155;NO;25533;26351;µg/m3
PT15;Faro;2.0136714840267644;NO;8024;8784;µg/m3
PT30;Funchal;21.80416048877923;NO;8773;8785;µg/m3
PT11;Guimaraes;22.37006806779973;NO;20361;26353;µg/m3
PT17;Lisboa;8.96180399324172;NO;140987;149328;µg/m3
PT11;Porto;22.37006806779973;NO;20361;26353;µg/m3
PT17;Setubal;8.96180399324172;NO;140987;149328;µg/m3
PT17;Sintra;8.96180399324172;NO;140987;149328;µg/m3
